freq.x,nrg_bal,unit,geo,TIME_PERIOD,RenewableShare,freq.y,indic_ppp,ppp_cat18,GDP_per_Capita,name,label
A,REN,PC,NO,2016-01-01,69.235,A,VI_PPS_EU27_2020_HAB,GDP,145,Norway,Norway
A,REN,PC,NO,2017-01-01,70.036,A,VI_PPS_EU27_2020_HAB,GDP,150,Norway,Norway
A,REN,PC,NO,2018-01-01,71.566,A,VI_PPS_EU27_2020_HAB,GDP,156,Norway,Norway
A,REN,PC,NO,2019-01-01,74.406,A,VI_PPS_EU27_2020_HAB,GDP,146,Norway,Norway
A,REN,PC,NO,2020-01-01,77.358,A,VI_PPS_EU27_2020_HAB,GDP,141,Norway,Norway
A,REN,PC,NO,2021-01-01,75.038,A,VI_PPS_EU27_2020_HAB,GDP,171,Norway,Norway
A,REN,PC,NO,2022-01-01,76.782,A,VI_PPS_EU27_2020_HAB,GDP,214,Norway,Norway
A,REN,PC,NO,2023-01-01,76.729,A,VI_PPS_EU27_2020_HAB,GDP,169,Norway,Norway
A,REN,PC,NO,2024-01-01,77.932,A,VI_PPS_EU27_2020_HAB,GDP,160,Norway,Norway
A,REN,PC,PL,2014-01-01,11.605,A,VI_PPS_EU27_2020_HAB,GDP,68,Poland,Poland
A,REN,PC,PL,2015-01-01,11.881,A,VI_PPS_EU27_2020_HAB,GDP,70,Poland,Poland
A,REN,PC,PL,2016-01-01,11.396,A,VI_PPS_EU27_2020_HAB,GDP,69,Poland,Poland
A,REN,PC,PL,2017-01-01,11.059,A,VI_PPS_EU27_2020_HAB,GDP,70,Poland,Poland
A,REN,PC,PL,2018-01-01,14.936,A,VI_PPS_EU27_2020_HAB,GDP,72,Poland,Poland
A,REN,PC,PL,2019-01-01,15.377,A,VI_PPS_EU27_2020_HAB,GDP,74,Poland,Poland
A,REN,PC,PL,2020-01-01,16.102,A,VI_PPS_EU27_2020_HAB,GDP,79,Poland,Poland
A,REN,PC,PL,2021-01-01,15.604,A,VI_PPS_EU27_2020_HAB,GDP,79,Poland,Poland
A,REN,PC,PL,2022-01-01,16.644,A,VI_PPS_EU27_2020_HAB,GDP,78,Poland,Poland
A,REN,PC,PL,2023-01-01,16.651,A,VI_PPS_EU27_2020_HAB,GDP,77,Poland,Poland
A,REN,PC,PL,2024-01-01,17.77,A,VI_PPS_EU27_2020_HAB,GDP,78,Poland,Poland
A,REN,PC,PT,2014-01-01,29.508,A,VI_PPS_EU27_2020_HAB,GDP,77,Portugal,Portugal
A,REN,PC,PT,2015-01-01,30.514,A,VI_PPS_EU27_2020_HAB,GDP,76,Portugal,Portugal
A,REN,PC,PT,2016-01-01,30.864,A,VI_PPS_EU27_2020_HAB,GDP,77,Portugal,Portugal
A,REN,PC,PT,2017-01-01,30.611,A,VI_PPS_EU27_2020_HAB,GDP,76,Portugal,Portugal
A,REN,PC,PT,2018-01-01,30.203,A,VI_PPS_EU27_2020_HAB,GDP,77,Portugal,Portugal
A,REN,PC,PT,2019-01-01,30.623,A,VI_PPS_EU27_2020_HAB,GDP,77,Portugal,Portugal
A,REN,PC,PT,2020-01-01,33.982,A,VI_PPS_EU27_2020_HAB,GDP,75,Portugal,Portugal
A,REN,PC,PT,2021-01-01,33.982,A,VI_PPS_EU27_2020_HAB,GDP,74,Portugal,Portugal
A,REN,PC,PT,2022-01-01,34.675,A,VI_PPS_EU27_2020_HAB,GDP,77,Portugal,Portugal
A,REN,PC,PT,2023-01-01,35.154,A,VI_PPS_EU27_2020_HAB,GDP,81,Portugal,Portugal
A,REN,PC,PT,2024-01-01,36.319,A,VI_PPS_EU27_2020_HAB,GDP,82,Portugal,Portugal
A,REN,PC,RO,2014-01-01,24.845,A,VI_PPS_EU27_2020_HAB,GDP,55,Romania,Romania
A,REN,PC,RO,2015-01-01,24.785,A,VI_PPS_EU27_2020_HAB,GDP,56,Romania,Romania
A,REN,PC,RO,2016-01-01,25.032,A,VI_PPS_EU27_2020_HAB,GDP,58,Romania,Romania
A,REN,PC,RO,2017-01-01,24.454,A,VI_PPS_EU27_2020_HAB,GDP,62,Romania,Romania
A,REN,PC,RO,2018-01-01,23.875,A,VI_PPS_EU27_2020_HAB,GDP,65,Romania,Romania
A,REN,PC,RO,2019-01-01,24.29,A,VI_PPS_EU27_2020_HAB,GDP,69,Romania,Romania
A,REN,PC,RO,2020-01-01,24.478,A,VI_PPS_EU27_2020_HAB,GDP,72,Romania,Romania
A,REN,PC,RO,2021-01-01,23.871,A,VI_PPS_EU27_2020_HAB,GDP,72,Romania,Romania
A,REN,PC,RO,2022-01-01,24.229,A,VI_PPS_EU27_2020_HAB,GDP,72,Romania,Romania
A,REN,PC,RO,2023-01-01,25.758,A,VI_PPS_EU27_2020_HAB,GDP,75,Romania,Romania
A,REN,PC,RO,2024-01-01,25.378,A,VI_PPS_EU27_2020_HAB,GDP,77,Romania,Romania
A,REN,PC,RS,2014-01-01,22.864,A,VI_PPS_EU27_2020_HAB,GDP,41,NA,NA
A,REN,PC,RS,2015-01-01,21.989,A,VI_PPS_EU27_2020_HAB,GDP,40,NA,NA
A,REN,PC,RS,2016-01-01,21.147,A,VI_PPS_EU27_2020_HAB,GDP,40,NA,NA
A,REN,PC,RS,2017-01-01,20.287,A,VI_PPS_EU27_2020_HAB,GDP,40,NA,NA
A,REN,PC,RS,2018-01-01,20.32,A,VI_PPS_EU27_2020_HAB,GDP,41,NA,NA
A,REN,PC,RS,2019-01-01,21.443,A,VI_PPS_EU27_2020_HAB,GDP,42,NA,NA
A,REN,PC,RS,2020-01-01,26.297,A,VI_PPS_EU27_2020_HAB,GDP,44,NA,NA
A,REN,PC,RS,2021-01-01,25.255,A,VI_PPS_EU27_2020_HAB,GDP,45,NA,NA
A,REN,PC,RS,2022-01-01,24.67,A,VI_PPS_EU27_2020_HAB,GDP,45,NA,NA
A,REN,PC,RS,2023-01-01,25.428,A,VI_PPS_EU27_2020_HAB,GDP,48,NA,NA
A,REN,PC,RS,2024-01-01,25.862,A,VI_PPS_EU27_2020_HAB,GDP,52,NA,NA
A,REN,PC,SE,2014-01-01,51.151,A,VI_PPS_EU27_2020_HAB,GDP,125,Sweden,Sweden
A,REN,PC,SE,2015-01-01,52.22,A,VI_PPS_EU27_2020_HAB,GDP,126,Sweden,Sweden
A,REN,PC,SE,2016-01-01,52.597,A,VI_PPS_EU27_2020_HAB,GDP,123,Sweden,Sweden
A,REN,PC,SE,2017-01-01,53.39,A,VI_PPS_EU27_2020_HAB,GDP,119,Sweden,Sweden
A,REN,PC,SE,2018-01-01,53.916,A,VI_PPS_EU27_2020_HAB,GDP,117,Sweden,Sweden
A,REN,PC,SE,2019-01-01,55.785,A,VI_PPS_EU27_2020_HAB,GDP,117,Sweden,Sweden
A,REN,PC,SE,2020-01-01,60.124,A,VI_PPS_EU27_2020_HAB,GDP,120,Sweden,Sweden
A,REN,PC,SE,2021-01-01,62.527,A,VI_PPS_EU27_2020_HAB,GDP,120,Sweden,Sweden
A,REN,PC,SE,2022-01-01,66.287,A,VI_PPS_EU27_2020_HAB,GDP,113,Sweden,Sweden
A,REN,PC,SE,2023-01-01,66.393,A,VI_PPS_EU27_2020_HAB,GDP,111,Sweden,Sweden
A,REN,PC,SE,2024-01-01,62.846,A,VI_PPS_EU27_2020_HAB,GDP,111,Sweden,Sweden
A,REN,PC,SI,2014-01-01,22.459,A,VI_PPS_EU27_2020_HAB,GDP,82,Slovenia,Slovenia
A,REN,PC,SI,2015-01-01,22.879,A,VI_PPS_EU27_2020_HAB,GDP,81,Slovenia,Slovenia
A,REN,PC,SI,2016-01-01,21.975,A,VI_PPS_EU27_2020_HAB,GDP,82,Slovenia,Slovenia
A,REN,PC,SI,2017-01-01,21.658,A,VI_PPS_EU27_2020_HAB,GDP,84,Slovenia,Slovenia
A,REN,PC,SI,2018-01-01,21.378,A,VI_PPS_EU27_2020_HAB,GDP,86,Slovenia,Slovenia
A,REN,PC,SI,2019-01-01,21.968,A,VI_PPS_EU27_2020_HAB,GDP,87,Slovenia,Slovenia
A,REN,PC,SI,2020-01-01,25,A,VI_PPS_EU27_2020_HAB,GDP,88,Slovenia,Slovenia
A,REN,PC,SI,2021-01-01,25,A,VI_PPS_EU27_2020_HAB,GDP,88,Slovenia,Slovenia
A,REN,PC,SI,2022-01-01,25.002,A,VI_PPS_EU27_2020_HAB,GDP,89,Slovenia,Slovenia
A,REN,PC,SI,2023-01-01,25.066,A,VI_PPS_EU27_2020_HAB,GDP,91,Slovenia,Slovenia
A,REN,PC,SI,2024-01-01,25.001,A,VI_PPS_EU27_2020_HAB,GDP,90,Slovenia,Slovenia
A,REN,PC,SK,2014-01-01,11.713,A,VI_PPS_EU27_2020_HAB,GDP,78,Slovakia,Slovakia
A,REN,PC,SK,2015-01-01,12.882,A,VI_PPS_EU27_2020_HAB,GDP,78,Slovakia,Slovakia
A,REN,PC,SK,2016-01-01,12.029,A,VI_PPS_EU27_2020_HAB,GDP,73,Slovakia,Slovakia
A,REN,PC,SK,2017-01-01,11.465,A,VI_PPS_EU27_2020_HAB,GDP,70,Slovakia,Slovakia
A,REN,PC,SK,2018-01-01,11.896,A,VI_PPS_EU27_2020_HAB,GDP,70,Slovakia,Slovakia
A,REN,PC,SK,2019-01-01,16.894,A,VI_PPS_EU27_2020_HAB,GDP,70,Slovakia,Slovakia
A,REN,PC,SK,2020-01-01,17.345,A,VI_PPS_EU27_2020_HAB,GDP,74,Slovakia,Slovakia
A,REN,PC,SK,2021-01-01,17.419,A,VI_PPS_EU27_2020_HAB,GDP,74,Slovakia,Slovakia
A,REN,PC,SK,2022-01-01,17.482,A,VI_PPS_EU27_2020_HAB,GDP,71,Slovakia,Slovakia
A,REN,PC,SK,2023-01-01,16.991,A,VI_PPS_EU27_2020_HAB,GDP,74,Slovakia,Slovakia
A,REN,PC,SK,2024-01-01,18.092,A,VI_PPS_EU27_2020_HAB,GDP,75,Slovakia,Slovakia
