freq,nrg_bal,unit,geo,TIME_PERIOD,values
A,REN_TRA,PC,SK,2019-01-01,8.308
A,REN_TRA,PC,SK,2020-01-01,9.259
A,REN_TRA,PC,SK,2021-01-01,8.755
A,REN_TRA,PC,SK,2022-01-01,8.931
A,REN_TRA,PC,SK,2023-01-01,9.182
A,REN_TRA,PC,SK,2024-01-01,9.611
A,REN_TRA,PC,XK,2004-01-01,0
A,REN_TRA,PC,XK,2005-01-01,0
A,REN_TRA,PC,XK,2006-01-01,0
A,REN_TRA,PC,XK,2007-01-01,0
A,REN_TRA,PC,XK,2008-01-01,0
A,REN_TRA,PC,XK,2009-01-01,0
A,REN_TRA,PC,XK,2010-01-01,0
A,REN_TRA,PC,XK,2011-01-01,0
A,REN_TRA,PC,XK,2012-01-01,0
A,REN_TRA,PC,XK,2013-01-01,0
A,REN_TRA,PC,XK,2014-01-01,0
A,REN_TRA,PC,XK,2015-01-01,0
A,REN_TRA,PC,XK,2016-01-01,0
A,REN_TRA,PC,XK,2017-01-01,0
A,REN_TRA,PC,XK,2018-01-01,0
A,REN_TRA,PC,XK,2019-01-01,0
A,REN_TRA,PC,XK,2020-01-01,0
A,REN_TRA,PC,XK,2021-01-01,0
A,REN_TRA,PC,XK,2022-01-01,0
A,REN_TRA,PC,XK,2023-01-01,0
A,REN_TRA,PC,XK,2024-01-01,0
