freq,nrg_bal,unit,geo,TIME_PERIOD,values
A,REN_TRA,PC,EL,2012-01-01,0.903
A,REN_TRA,PC,EL,2013-01-01,0.98
A,REN_TRA,PC,EL,2014-01-01,1.326
A,REN_TRA,PC,EL,2015-01-01,1.1
A,REN_TRA,PC,EL,2016-01-01,1.624
A,REN_TRA,PC,EL,2017-01-01,4.001
A,REN_TRA,PC,EL,2018-01-01,4.108
A,REN_TRA,PC,EL,2019-01-01,4.049
A,REN_TRA,PC,EL,2020-01-01,5.341
A,REN_TRA,PC,EL,2021-01-01,4.414
A,REN_TRA,PC,EL,2022-01-01,4.083
A,REN_TRA,PC,EL,2023-01-01,3.942
A,REN_TRA,PC,EL,2024-01-01,3.872
A,REN_TRA,PC,ES,2004-01-01,1.035
A,REN_TRA,PC,ES,2005-01-01,1.267
A,REN_TRA,PC,ES,2006-01-01,0.837
A,REN_TRA,PC,ES,2007-01-01,1.375
A,REN_TRA,PC,ES,2008-01-01,2.165
A,REN_TRA,PC,ES,2009-01-01,3.71
A,REN_TRA,PC,ES,2010-01-01,5.018
A,REN_TRA,PC,ES,2011-01-01,0.767
A,REN_TRA,PC,ES,2012-01-01,0.869
A,REN_TRA,PC,ES,2013-01-01,0.95
A,REN_TRA,PC,ES,2014-01-01,1.024
A,REN_TRA,PC,ES,2015-01-01,1.088
A,REN_TRA,PC,ES,2016-01-01,5.167
A,REN_TRA,PC,ES,2017-01-01,5.798
A,REN_TRA,PC,ES,2018-01-01,6.938
A,REN_TRA,PC,ES,2019-01-01,7.61
A,REN_TRA,PC,ES,2020-01-01,9.528
A,REN_TRA,PC,ES,2021-01-01,9.207
A,REN_TRA,PC,ES,2022-01-01,9.683
A,REN_TRA,PC,ES,2023-01-01,11.96
A,REN_TRA,PC,ES,2024-01-01,11.298
A,REN_TRA,PC,EU27_2020,2004-01-01,1.432
A,REN_TRA,PC,EU27_2020,2005-01-01,1.819
A,REN_TRA,PC,EU27_2020,2006-01-01,2.472
A,REN_TRA,PC,EU27_2020,2007-01-01,2.887
A,REN_TRA,PC,EU27_2020,2008-01-01,4.133
A,REN_TRA,PC,EU27_2020,2009-01-01,4.891
A,REN_TRA,PC,EU27_2020,2010-01-01,5.5
A,REN_TRA,PC,EU27_2020,2011-01-01,4.115
A,REN_TRA,PC,EU27_2020,2012-01-01,5.767
A,REN_TRA,PC,EU27_2020,2013-01-01,6.07
A,REN_TRA,PC,EU27_2020,2014-01-01,6.552
A,REN_TRA,PC,EU27_2020,2015-01-01,6.753
A,REN_TRA,PC,EU27_2020,2016-01-01,7.165
A,REN_TRA,PC,EU27_2020,2017-01-01,7.471
A,REN_TRA,PC,EU27_2020,2018-01-01,8.265
A,REN_TRA,PC,EU27_2020,2019-01-01,8.804
A,REN_TRA,PC,EU27_2020,2020-01-01,10.253
A,REN_TRA,PC,EU27_2020,2021-01-01,9.051
A,REN_TRA,PC,EU27_2020,2022-01-01,9.64
A,REN_TRA,PC,EU27_2020,2023-01-01,10.962
A,REN_TRA,PC,EU27_2020,2024-01-01,11.2
A,REN_TRA,PC,FI,2004-01-01,1.01
A,REN_TRA,PC,FI,2005-01-01,0.91
A,REN_TRA,PC,FI,2006-01-01,0.956
A,REN_TRA,PC,FI,2007-01-01,1.025
A,REN_TRA,PC,FI,2008-01-01,2.909
A,REN_TRA,PC,FI,2009-01-01,4.556
A,REN_TRA,PC,FI,2010-01-01,4.386
A,REN_TRA,PC,FI,2011-01-01,1.004
A,REN_TRA,PC,FI,2012-01-01,1.049
A,REN_TRA,PC,FI,2013-01-01,10.665
A,REN_TRA,PC,FI,2014-01-01,24.124
A,REN_TRA,PC,FI,2015-01-01,24.567
A,REN_TRA,PC,FI,2016-01-01,8.816
A,REN_TRA,PC,FI,2017-01-01,18.679
A,REN_TRA,PC,FI,2018-01-01,14.772
A,REN_TRA,PC,FI,2019-01-01,14.845
A,REN_TRA,PC,FI,2020-01-01,14.31
A,REN_TRA,PC,FI,2021-01-01,20.298
A,REN_TRA,PC,FI,2022-01-01,18.535
A,REN_TRA,PC,FI,2023-01-01,20.299
A,REN_TRA,PC,FI,2024-01-01,20.331
A,REN_TRA,PC,FR,2004-01-01,0.783
A,REN_TRA,PC,FR,2005-01-01,0.784
A,REN_TRA,PC,FR,2006-01-01,0.792
A,REN_TRA,PC,FR,2007-01-01,0.828
A,REN_TRA,PC,FR,2008-01-01,6.245
A,REN_TRA,PC,FR,2009-01-01,6.649
A,REN_TRA,PC,FR,2010-01-01,6.577
A,REN_TRA,PC,FR,2011-01-01,0.987
A,REN_TRA,PC,FR,2012-01-01,7.414
A,REN_TRA,PC,FR,2013-01-01,7.6
A,REN_TRA,PC,FR,2014-01-01,8.249
A,REN_TRA,PC,FR,2015-01-01,8.366
A,REN_TRA,PC,FR,2016-01-01,8.405
A,REN_TRA,PC,FR,2017-01-01,8.765
A,REN_TRA,PC,FR,2018-01-01,8.963
A,REN_TRA,PC,FR,2019-01-01,9.248
A,REN_TRA,PC,FR,2020-01-01,9.207
A,REN_TRA,PC,FR,2021-01-01,8.114
A,REN_TRA,PC,FR,2022-01-01,8.941
A,REN_TRA,PC,FR,2023-01-01,9.944
A,REN_TRA,PC,FR,2024-01-01,10.788
A,REN_TRA,PC,GE,2021-01-01,0.901
A,REN_TRA,PC,GE,2022-01-01,1.112
A,REN_TRA,PC,GE,2023-01-01,1.076
A,REN_TRA,PC,GE,2024-01-01,1.22
A,REN_TRA,PC,HR,2004-01-01,0.995
A,REN_TRA,PC,HR,2005-01-01,1.025
A,REN_TRA,PC,HR,2006-01-01,1.005
A,REN_TRA,PC,HR,2007-01-01,1.121
A,REN_TRA,PC,HR,2008-01-01,1.072
A,REN_TRA,PC,HR,2009-01-01,1.291
A,REN_TRA,PC,HR,2010-01-01,1.123
A,REN_TRA,PC,HR,2011-01-01,1.029
A,REN_TRA,PC,HR,2012-01-01,1.049
A,REN_TRA,PC,HR,2013-01-01,2.715
A,REN_TRA,PC,HR,2014-01-01,2.652
A,REN_TRA,PC,HR,2015-01-01,2.361
A,REN_TRA,PC,HR,2016-01-01,1.218
A,REN_TRA,PC,HR,2017-01-01,1.174
A,REN_TRA,PC,HR,2018-01-01,2.582
A,REN_TRA,PC,HR,2019-01-01,5.855
A,REN_TRA,PC,HR,2020-01-01,6.593
A,REN_TRA,PC,HR,2021-01-01,6.985
A,REN_TRA,PC,HR,2022-01-01,2.395
A,REN_TRA,PC,HR,2023-01-01,0.919
A,REN_TRA,PC,HR,2024-01-01,0.936
A,REN_TRA,PC,HU,2004-01-01,1.016
A,REN_TRA,PC,HU,2005-01-01,1.006
A,REN_TRA,PC,HU,2006-01-01,1.217
A,REN_TRA,PC,HU,2007-01-01,1.633
A,REN_TRA,PC,HU,2008-01-01,5.183
A,REN_TRA,PC,HU,2009-01-01,5.887
A,REN_TRA,PC,HU,2010-01-01,6.163
A,REN_TRA,PC,HU,2011-01-01,6.174
A,REN_TRA,PC,HU,2012-01-01,5.998
A,REN_TRA,PC,HU,2013-01-01,6.341
A,REN_TRA,PC,HU,2014-01-01,7.001
A,REN_TRA,PC,HU,2015-01-01,7.169
A,REN_TRA,PC,HU,2016-01-01,7.768
A,REN_TRA,PC,HU,2017-01-01,7.731
A,REN_TRA,PC,HU,2018-01-01,7.746
A,REN_TRA,PC,HU,2019-01-01,8.057
A,REN_TRA,PC,HU,2020-01-01,11.571
A,REN_TRA,PC,HU,2021-01-01,6.165
A,REN_TRA,PC,HU,2022-01-01,7.77
A,REN_TRA,PC,HU,2023-01-01,7.575
A,REN_TRA,PC,HU,2024-01-01,7.918
A,REN_TRA,PC,IE,2004-01-01,0.044
A,REN_TRA,PC,IE,2005-01-01,0.075
A,REN_TRA,PC,IE,2006-01-01,0.102
A,REN_TRA,PC,IE,2007-01-01,0.503
A,REN_TRA,PC,IE,2008-01-01,1.305
A,REN_TRA,PC,IE,2009-01-01,1.962
A,REN_TRA,PC,IE,2010-01-01,2.491
A,REN_TRA,PC,IE,2011-01-01,3.844
A,REN_TRA,PC,IE,2012-01-01,4.044
A,REN_TRA,PC,IE,2013-01-01,4.898
A,REN_TRA,PC,IE,2014-01-01,5.204
A,REN_TRA,PC,IE,2015-01-01,5.942
A,REN_TRA,PC,IE,2016-01-01,5.159
A,REN_TRA,PC,IE,2017-01-01,7.442
A,REN_TRA,PC,IE,2018-01-01,7.186
A,REN_TRA,PC,IE,2019-01-01,8.917
A,REN_TRA,PC,IE,2020-01-01,10.187
A,REN_TRA,PC,IE,2021-01-01,4.646
A,REN_TRA,PC,IE,2022-01-01,5.825
A,REN_TRA,PC,IE,2023-01-01,7.593
A,REN_TRA,PC,IE,2024-01-01,8.657
A,REN_TRA,PC,IS,2004-01-01,0
A,REN_TRA,PC,IS,2005-01-01,0
A,REN_TRA,PC,IS,2006-01-01,0
A,REN_TRA,PC,IS,2007-01-01,0.072
A,REN_TRA,PC,IS,2008-01-01,0.107
A,REN_TRA,PC,IS,2009-01-01,0.135
A,REN_TRA,PC,IS,2010-01-01,0.194
A,REN_TRA,PC,IS,2011-01-01,0.872
A,REN_TRA,PC,IS,2012-01-01,1.338
A,REN_TRA,PC,IS,2013-01-01,2.039
A,REN_TRA,PC,IS,2014-01-01,2.256
A,REN_TRA,PC,IS,2015-01-01,6.095
A,REN_TRA,PC,IS,2016-01-01,6.297
A,REN_TRA,PC,IS,2017-01-01,6.999
A,REN_TRA,PC,IS,2018-01-01,8.396
A,REN_TRA,PC,IS,2019-01-01,9.292
A,REN_TRA,PC,IS,2020-01-01,11.959
A,REN_TRA,PC,IS,2021-01-01,12.562
A,REN_TRA,PC,IS,2022-01-01,13.666
A,REN_TRA,PC,IS,2023-01-01,15.7
A,REN_TRA,PC,IS,2024-01-01,11.194
A,REN_TRA,PC,IT,2004-01-01,1.213
A,REN_TRA,PC,IT,2005-01-01,1.048
A,REN_TRA,PC,IT,2006-01-01,0.995
A,REN_TRA,PC,IT,2007-01-01,0.964
A,REN_TRA,PC,IT,2008-01-01,2.616
A,REN_TRA,PC,IT,2009-01-01,3.999
A,REN_TRA,PC,IT,2010-01-01,4.916
A,REN_TRA,PC,IT,2011-01-01,5.06
A,REN_TRA,PC,IT,2012-01-01,6.155
A,REN_TRA,PC,IT,2013-01-01,5.411
A,REN_TRA,PC,IT,2014-01-01,5.02
A,REN_TRA,PC,IT,2015-01-01,6.505
A,REN_TRA,PC,IT,2016-01-01,7.414
A,REN_TRA,PC,IT,2017-01-01,6.484
A,REN_TRA,PC,IT,2018-01-01,7.659
A,REN_TRA,PC,IT,2019-01-01,9.047
A,REN_TRA,PC,IT,2020-01-01,10.736
A,REN_TRA,PC,IT,2021-01-01,9.87
A,REN_TRA,PC,IT,2022-01-01,10.048
A,REN_TRA,PC,IT,2023-01-01,10.435
A,REN_TRA,PC,IT,2024-01-01,9.951
A,REN_TRA,PC,LT,2004-01-01,0.446
A,REN_TRA,PC,LT,2005-01-01,0.657
A,REN_TRA,PC,LT,2006-01-01,1.905
A,REN_TRA,PC,LT,2007-01-01,3.821
A,REN_TRA,PC,LT,2008-01-01,4.318
A,REN_TRA,PC,LT,2009-01-01,4.481
A,REN_TRA,PC,LT,2010-01-01,3.794
A,REN_TRA,PC,LT,2011-01-01,3.828
A,REN_TRA,PC,LT,2012-01-01,4.973
A,REN_TRA,PC,LT,2013-01-01,4.835
A,REN_TRA,PC,LT,2014-01-01,4.355
A,REN_TRA,PC,LT,2015-01-01,4.582
A,REN_TRA,PC,LT,2016-01-01,3.649
A,REN_TRA,PC,LT,2017-01-01,4.3
A,REN_TRA,PC,LT,2018-01-01,4.333
A,REN_TRA,PC,LT,2019-01-01,4.049
A,REN_TRA,PC,LT,2020-01-01,5.511
A,REN_TRA,PC,LT,2021-01-01,6.467
A,REN_TRA,PC,LT,2022-01-01,6.682
A,REN_TRA,PC,LT,2023-01-01,7.231
A,REN_TRA,PC,LT,2024-01-01,8.983
A,REN_TRA,PC,LU,2004-01-01,0.138
A,REN_TRA,PC,LU,2005-01-01,0.159
A,REN_TRA,PC,LU,2006-01-01,0.189
A,REN_TRA,PC,LU,2007-01-01,2.203
A,REN_TRA,PC,LU,2008-01-01,2.173
A,REN_TRA,PC,LU,2009-01-01,2.233
A,REN_TRA,PC,LU,2010-01-01,2.093
A,REN_TRA,PC,LU,2011-01-01,2.36
A,REN_TRA,PC,LU,2012-01-01,2.827
A,REN_TRA,PC,LU,2013-01-01,4.074
A,REN_TRA,PC,LU,2014-01-01,5.55
A,REN_TRA,PC,LU,2015-01-01,6.7
A,REN_TRA,PC,LU,2016-01-01,5.965
A,REN_TRA,PC,LU,2017-01-01,6.478
A,REN_TRA,PC,LU,2018-01-01,6.596
A,REN_TRA,PC,LU,2019-01-01,7.707
A,REN_TRA,PC,LU,2020-01-01,12.581
A,REN_TRA,PC,LU,2021-01-01,7.968
A,REN_TRA,PC,LU,2022-01-01,8.71
A,REN_TRA,PC,LU,2023-01-01,9.118
A,REN_TRA,PC,LU,2024-01-01,9.456
A,REN_TRA,PC,LV,2004-01-01,2.139
A,REN_TRA,PC,LV,2005-01-01,2.389
A,REN_TRA,PC,LV,2006-01-01,2.165
A,REN_TRA,PC,LV,2007-01-01,1.666
A,REN_TRA,PC,LV,2008-01-01,1.688
A,REN_TRA,PC,LV,2009-01-01,1.888
A,REN_TRA,PC,LV,2010-01-01,3.978
A,REN_TRA,PC,LV,2011-01-01,4.09
A,REN_TRA,PC,LV,2012-01-01,3.995
A,REN_TRA,PC,LV,2013-01-01,4.029
A,REN_TRA,PC,LV,2014-01-01,4.075
A,REN_TRA,PC,LV,2015-01-01,3.639
A,REN_TRA,PC,LV,2016-01-01,2.449
A,REN_TRA,PC,LV,2017-01-01,2.27
A,REN_TRA,PC,LV,2018-01-01,4.729
A,REN_TRA,PC,LV,2019-01-01,4.554
A,REN_TRA,PC,LV,2020-01-01,6.733
A,REN_TRA,PC,LV,2021-01-01,6.436
A,REN_TRA,PC,LV,2022-01-01,3.123
A,REN_TRA,PC,LV,2023-01-01,1.358
A,REN_TRA,PC,LV,2024-01-01,8.78
A,REN_TRA,PC,MD,2004-01-01,15.87
A,REN_TRA,PC,MD,2005-01-01,15.87
A,REN_TRA,PC,MD,2006-01-01,15.87
A,REN_TRA,PC,MD,2007-01-01,16.4
A,REN_TRA,PC,MD,2008-01-01,16.89
A,REN_TRA,PC,MD,2009-01-01,17.66
A,REN_TRA,PC,MD,2010-01-01,0.131
A,REN_TRA,PC,MD,2011-01-01,0.148
A,REN_TRA,PC,MD,2012-01-01,0.189
A,REN_TRA,PC,MD,2013-01-01,0.214
A,REN_TRA,PC,MD,2014-01-01,0.177
A,REN_TRA,PC,MD,2015-01-01,0.184
A,REN_TRA,PC,MD,2016-01-01,0.236
A,REN_TRA,PC,MD,2017-01-01,0.32
A,REN_TRA,PC,MD,2018-01-01,0.28
A,REN_TRA,PC,MD,2019-01-01,0.174
A,REN_TRA,PC,MD,2020-01-01,0.179
A,REN_TRA,PC,MD,2021-01-01,0.017
A,REN_TRA,PC,MD,2022-01-01,0.017
A,REN_TRA,PC,MD,2023-01-01,0.022
A,REN_TRA,PC,MD,2024-01-01,0.056
A,REN_TRA,PC,ME,2005-01-01,0.498
A,REN_TRA,PC,ME,2006-01-01,0.505
A,REN_TRA,PC,ME,2007-01-01,0.996
A,REN_TRA,PC,ME,2008-01-01,0.881
A,REN_TRA,PC,ME,2009-01-01,0.697
A,REN_TRA,PC,ME,2010-01-01,0.787
A,REN_TRA,PC,ME,2011-01-01,0.613
A,REN_TRA,PC,ME,2012-01-01,0.736
A,REN_TRA,PC,ME,2013-01-01,1.097
A,REN_TRA,PC,ME,2014-01-01,1.071
A,REN_TRA,PC,ME,2015-01-01,1.188
A,REN_TRA,PC,ME,2016-01-01,1.102
A,REN_TRA,PC,ME,2017-01-01,0.952
A,REN_TRA,PC,ME,2018-01-01,0.86
A,REN_TRA,PC,ME,2019-01-01,0.865
A,REN_TRA,PC,ME,2020-01-01,0.632
A,REN_TRA,PC,ME,2021-01-01,0.278
A,REN_TRA,PC,ME,2022-01-01,0.346
A,REN_TRA,PC,ME,2023-01-01,0.337
A,REN_TRA,PC,ME,2024-01-01,0.289
A,REN_TRA,PC,MK,2004-01-01,0.203
A,REN_TRA,PC,MK,2005-01-01,0.243
A,REN_TRA,PC,MK,2006-01-01,0.28
A,REN_TRA,PC,MK,2007-01-01,0.282
A,REN_TRA,PC,MK,2008-01-01,0.283
A,REN_TRA,PC,MK,2009-01-01,0.233
A,REN_TRA,PC,MK,2010-01-01,0.198
A,REN_TRA,PC,MK,2011-01-01,0.175
A,REN_TRA,PC,MK,2012-01-01,0.188
A,REN_TRA,PC,MK,2013-01-01,0.182
A,REN_TRA,PC,MK,2014-01-01,0.211
A,REN_TRA,PC,MK,2015-01-01,0.182
A,REN_TRA,PC,MK,2016-01-01,0.14
A,REN_TRA,PC,MK,2017-01-01,0.135
A,REN_TRA,PC,MK,2018-01-01,0.118
A,REN_TRA,PC,MK,2019-01-01,0.136
A,REN_TRA,PC,MK,2020-01-01,0.148
A,REN_TRA,PC,MK,2021-01-01,0.064
A,REN_TRA,PC,MK,2022-01-01,0.054
A,REN_TRA,PC,MK,2023-01-01,0
A,REN_TRA,PC,MK,2024-01-01,0
A,REN_TRA,PC,MT,2004-01-01,0
A,REN_TRA,PC,MT,2005-01-01,0
A,REN_TRA,PC,MT,2006-01-01,0
A,REN_TRA,PC,MT,2007-01-01,0
A,REN_TRA,PC,MT,2008-01-01,0
A,REN_TRA,PC,MT,2009-01-01,0
A,REN_TRA,PC,MT,2010-01-01,0
A,REN_TRA,PC,MT,2011-01-01,2.016
A,REN_TRA,PC,MT,2012-01-01,3.216
A,REN_TRA,PC,MT,2013-01-01,3.484
A,REN_TRA,PC,MT,2014-01-01,4.667
A,REN_TRA,PC,MT,2015-01-01,4.679
A,REN_TRA,PC,MT,2016-01-01,5.269
A,REN_TRA,PC,MT,2017-01-01,6.826
A,REN_TRA,PC,MT,2018-01-01,8.019
A,REN_TRA,PC,MT,2019-01-01,8.902
A,REN_TRA,PC,MT,2020-01-01,10.586
A,REN_TRA,PC,MT,2021-01-01,10.516
A,REN_TRA,PC,MT,2022-01-01,10.473
A,REN_TRA,PC,MT,2023-01-01,10.748
A,REN_TRA,PC,MT,2024-01-01,11.351
A,REN_TRA,PC,NL,2004-01-01,0.515
A,REN_TRA,PC,NL,2005-01-01,0.499
A,REN_TRA,PC,NL,2006-01-01,0.85
A,REN_TRA,PC,NL,2007-01-01,3.182
A,REN_TRA,PC,NL,2008-01-01,2.981
A,REN_TRA,PC,NL,2009-01-01,4.57
A,REN_TRA,PC,NL,2010-01-01,3.397
A,REN_TRA,PC,NL,2011-01-01,5.068
A,REN_TRA,PC,NL,2012-01-01,5.217
A,REN_TRA,PC,NL,2013-01-01,5.343
A,REN_TRA,PC,NL,2014-01-01,6.562
A,REN_TRA,PC,NL,2015-01-01,5.597
A,REN_TRA,PC,NL,2016-01-01,4.761
A,REN_TRA,PC,NL,2017-01-01,5.842
A,REN_TRA,PC,NL,2018-01-01,9.483
A,REN_TRA,PC,NL,2019-01-01,12.326
A,REN_TRA,PC,NL,2020-01-01,12.631
A,REN_TRA,PC,NL,2021-01-01,9.279
A,REN_TRA,PC,NL,2022-01-01,11.163
A,REN_TRA,PC,NL,2023-01-01,13.51
A,REN_TRA,PC,NL,2024-01-01,19.746
A,REN_TRA,PC,NO,2004-01-01,3.095
A,REN_TRA,PC,NO,2005-01-01,3.074
A,REN_TRA,PC,NO,2006-01-01,3.314
A,REN_TRA,PC,NO,2007-01-01,3.742
A,REN_TRA,PC,NO,2008-01-01,5.294
A,REN_TRA,PC,NO,2009-01-01,5.569
A,REN_TRA,PC,NO,2010-01-01,5.391
A,REN_TRA,PC,NO,2011-01-01,2.683
A,REN_TRA,PC,NO,2012-01-01,3.007
A,REN_TRA,PC,NO,2013-01-01,3.19
A,REN_TRA,PC,NO,2014-01-01,6.156
A,REN_TRA,PC,NO,2015-01-01,7.71
A,REN_TRA,PC,NO,2016-01-01,13.763
A,REN_TRA,PC,NO,2017-01-01,19.228
A,REN_TRA,PC,NO,2018-01-01,20.318
A,REN_TRA,PC,NO,2019-01-01,25.668
A,REN_TRA,PC,NO,2020-01-01,28.69
A,REN_TRA,PC,NO,2021-01-01,25.532
A,REN_TRA,PC,NO,2022-01-01,28.874
A,REN_TRA,PC,NO,2023-01-01,32.872
A,REN_TRA,PC,NO,2024-01-01,33.573
A,REN_TRA,PC,PL,2004-01-01,1.581
A,REN_TRA,PC,PL,2005-01-01,1.746
A,REN_TRA,PC,PL,2006-01-01,1.817
A,REN_TRA,PC,PL,2007-01-01,1.746
A,REN_TRA,PC,PL,2008-01-01,4.143
A,REN_TRA,PC,PL,2009-01-01,5.408
A,REN_TRA,PC,PL,2010-01-01,6.64
A,REN_TRA,PC,PL,2011-01-01,6.918
A,REN_TRA,PC,PL,2012-01-01,6.533
A,REN_TRA,PC,PL,2013-01-01,6.666
A,REN_TRA,PC,PL,2014-01-01,6.319
A,REN_TRA,PC,PL,2015-01-01,5.686
A,REN_TRA,PC,PL,2016-01-01,3.974
A,REN_TRA,PC,PL,2017-01-01,4.232
A,REN_TRA,PC,PL,2018-01-01,5.72
A,REN_TRA,PC,PL,2019-01-01,6.2
A,REN_TRA,PC,PL,2020-01-01,6.575
A,REN_TRA,PC,PL,2021-01-01,5.674
A,REN_TRA,PC,PL,2022-01-01,5.791
A,REN_TRA,PC,PL,2023-01-01,6.339
A,REN_TRA,PC,PL,2024-01-01,6.033
A,REN_TRA,PC,PT,2004-01-01,0.424
A,REN_TRA,PC,PT,2005-01-01,0.45
A,REN_TRA,PC,PT,2006-01-01,1.631
A,REN_TRA,PC,PT,2007-01-01,2.433
A,REN_TRA,PC,PT,2008-01-01,2.515
A,REN_TRA,PC,PT,2009-01-01,3.885
A,REN_TRA,PC,PT,2010-01-01,5.548
A,REN_TRA,PC,PT,2011-01-01,0.695
A,REN_TRA,PC,PT,2012-01-01,0.807
A,REN_TRA,PC,PT,2013-01-01,0.925
A,REN_TRA,PC,PT,2014-01-01,3.667
A,REN_TRA,PC,PT,2015-01-01,7.431
A,REN_TRA,PC,PT,2016-01-01,7.647
A,REN_TRA,PC,PT,2017-01-01,7.914
A,REN_TRA,PC,PT,2018-01-01,9.037
A,REN_TRA,PC,PT,2019-01-01,9.089
A,REN_TRA,PC,PT,2020-01-01,9.701
A,REN_TRA,PC,PT,2021-01-01,8.611
A,REN_TRA,PC,PT,2022-01-01,8.706
A,REN_TRA,PC,PT,2023-01-01,11.162
A,REN_TRA,PC,PT,2024-01-01,14.329
A,REN_TRA,PC,RO,2004-01-01,1.819
A,REN_TRA,PC,RO,2005-01-01,1.872
A,REN_TRA,PC,RO,2006-01-01,1.538
A,REN_TRA,PC,RO,2007-01-01,1.641
A,REN_TRA,PC,RO,2008-01-01,1.345
A,REN_TRA,PC,RO,2009-01-01,1.297
A,REN_TRA,PC,RO,2010-01-01,1.366
A,REN_TRA,PC,RO,2011-01-01,5.535
A,REN_TRA,PC,RO,2012-01-01,4.962
A,REN_TRA,PC,RO,2013-01-01,5.445
A,REN_TRA,PC,RO,2014-01-01,4.675
A,REN_TRA,PC,RO,2015-01-01,5.488
A,REN_TRA,PC,RO,2016-01-01,6.169
A,REN_TRA,PC,RO,2017-01-01,6.558
A,REN_TRA,PC,RO,2018-01-01,6.342
A,REN_TRA,PC,RO,2019-01-01,7.846
A,REN_TRA,PC,RO,2020-01-01,8.54
A,REN_TRA,PC,RO,2021-01-01,8.917
A,REN_TRA,PC,RO,2022-01-01,8.924
A,REN_TRA,PC,RO,2023-01-01,8.39
A,REN_TRA,PC,RO,2024-01-01,8.395
A,REN_TRA,PC,RS,2004-01-01,0.452
A,REN_TRA,PC,RS,2005-01-01,0.445
A,REN_TRA,PC,RS,2006-01-01,0.429
A,REN_TRA,PC,RS,2007-01-01,0.665
A,REN_TRA,PC,RS,2008-01-01,0.677
A,REN_TRA,PC,RS,2009-01-01,1.465
A,REN_TRA,PC,RS,2010-01-01,0.672
A,REN_TRA,PC,RS,2011-01-01,1.879
A,REN_TRA,PC,RS,2012-01-01,2.001
A,REN_TRA,PC,RS,2013-01-01,1.682
A,REN_TRA,PC,RS,2014-01-01,1.166
A,REN_TRA,PC,RS,2015-01-01,1.178
A,REN_TRA,PC,RS,2016-01-01,1.232
A,REN_TRA,PC,RS,2017-01-01,1.208
A,REN_TRA,PC,RS,2018-01-01,1.185
A,REN_TRA,PC,RS,2019-01-01,1.137
A,REN_TRA,PC,RS,2020-01-01,1.174
A,REN_TRA,PC,RS,2021-01-01,0.618
A,REN_TRA,PC,RS,2022-01-01,0.602
A,REN_TRA,PC,RS,2023-01-01,0.599
A,REN_TRA,PC,RS,2024-01-01,0.592
A,REN_TRA,PC,SE,2004-01-01,6.288
A,REN_TRA,PC,SE,2005-01-01,6.596
A,REN_TRA,PC,SE,2006-01-01,7.509
A,REN_TRA,PC,SE,2007-01-01,8.421
A,REN_TRA,PC,SE,2008-01-01,8.693
A,REN_TRA,PC,SE,2009-01-01,9.356
A,REN_TRA,PC,SE,2010-01-01,9.627
A,REN_TRA,PC,SE,2011-01-01,11.938
A,REN_TRA,PC,SE,2012-01-01,13.777
A,REN_TRA,PC,SE,2013-01-01,15.315
A,REN_TRA,PC,SE,2014-01-01,18.831
A,REN_TRA,PC,SE,2015-01-01,21.49
A,REN_TRA,PC,SE,2016-01-01,26.56
A,REN_TRA,PC,SE,2017-01-01,26.842
A,REN_TRA,PC,SE,2018-01-01,29.696
A,REN_TRA,PC,SE,2019-01-01,30.309
A,REN_TRA,PC,SE,2020-01-01,31.854
A,REN_TRA,PC,SE,2021-01-01,28.677
A,REN_TRA,PC,SE,2022-01-01,28.841
A,REN_TRA,PC,SE,2023-01-01,33.645
A,REN_TRA,PC,SE,2024-01-01,26.399
A,REN_TRA,PC,SI,2004-01-01,0.85
A,REN_TRA,PC,SI,2005-01-01,0.831
A,REN_TRA,PC,SI,2006-01-01,1.056
A,REN_TRA,PC,SI,2007-01-01,1.473
A,REN_TRA,PC,SI,2008-01-01,1.773
A,REN_TRA,PC,SI,2009-01-01,2.251
A,REN_TRA,PC,SI,2010-01-01,3.118
A,REN_TRA,PC,SI,2011-01-01,2.477
A,REN_TRA,PC,SI,2012-01-01,3.252
A,REN_TRA,PC,SI,2013-01-01,3.769
A,REN_TRA,PC,SI,2014-01-01,2.876
A,REN_TRA,PC,SI,2015-01-01,2.242
A,REN_TRA,PC,SI,2016-01-01,1.601
A,REN_TRA,PC,SI,2017-01-01,2.571
A,REN_TRA,PC,SI,2018-01-01,5.48
A,REN_TRA,PC,SI,2019-01-01,7.983
A,REN_TRA,PC,SI,2020-01-01,10.911
A,REN_TRA,PC,SI,2021-01-01,10.642
A,REN_TRA,PC,SI,2022-01-01,7.828
A,REN_TRA,PC,SI,2023-01-01,10.021
A,REN_TRA,PC,SI,2024-01-01,9.242
A,REN_TRA,PC,SK,2004-01-01,1.5
A,REN_TRA,PC,SK,2005-01-01,1.66
A,REN_TRA,PC,SK,2006-01-01,3.295
A,REN_TRA,PC,SK,2007-01-01,3.994
A,REN_TRA,PC,SK,2008-01-01,4.278
A,REN_TRA,PC,SK,2009-01-01,5.364
A,REN_TRA,PC,SK,2010-01-01,5.292
A,REN_TRA,PC,SK,2011-01-01,5.727
A,REN_TRA,PC,SK,2012-01-01,5.596
A,REN_TRA,PC,SK,2013-01-01,6.212
A,REN_TRA,PC,SK,2014-01-01,7.951
A,REN_TRA,PC,SK,2015-01-01,8.631
A,REN_TRA,PC,SK,2016-01-01,7.765
A,REN_TRA,PC,SK,2017-01-01,6.95
A,REN_TRA,PC,SK,2018-01-01,6.988
